video;onca;caseiro;fake news;ironia;notícia;Conservacionistas;comment_text
video3;neutro;neutro;não;sim;neutra;;Se palavras tivessem poder eu estaria rica, porque falo todo dia que quero ficar rica😅
video3;neutro;neutro;não;não;neutra;;quando a pessoa perde o medo ela fica vulnerável a gualque situação na vida o medo de proteja de várias situações na vida
video3;neutro;neutro;não;não;neutra;;... uma mulher espantando onça no grito, só pode ser mãe. Uma mãe com seu filhote, seja qual for a espécie, é braba mesmo!
video3;negativo;neutro;não;não;neutra;;Concordo plenamente com vc,...não pode matar em legítima defesa, mas o bicho pode matar o ser humano a traiçoeira...... é demais pra mim isso.
video3;neutro;negativo;não;não;neutra;;Meu Deus. Esse senhor morava no habitat das feras todos esses anos. Ele ja tinha visto as marcas das patas. Eu sumia dai para sempre!
video3;positivo;negativo;não;não;neutra;;A onça não tem culpa é irracional 😢infelizmente o seu Jorge foi inocente em pensar que não seria atacado
video3;negativo;neutro;sim;sim;neutra;;"E se fosse filho de algum comandante das autoridades ambiaentais? Nota-se que na busca pela onça, os policiais ambientais estavam armados até os dentes p se defenderem, porém, a população nao pode andar sequer com um calibre 22 senao e pega cadeia por falta d porte de arma... infelizmente a vida humana perdeu o valor...novas mortes acontecerão, e explicacoesa  pelo acontecido surgirão; a vida continua!!!"
video3;neutro;neutro;não;não;neutra;;O Patrão dele poderia ter acompanhado as Câmeras de segurança, pra ver se estava acontecendo alguma coisa com ele.😢😢
video3;negativo;positivo;não;não;neutra;;A onça esta sendo bem cuidado e seu Jorge enterrado só os pedaços 😮😮😮muito triste
video3;neutro;neutro;não;não;neutra;;As palavras tem poder sim mas, não nesses sentidos. As palavras tem poder quando as pessoas usam a língua para falar mal do seu semelhante por inveja, maldade, mentiras e outras coisas ruins desse gênero.
video3;positivo;positivo;não;sim;neutra;;Nunca vi onça morando na cidade nem tubarão branco em aquário na sala de estar!!! Lamentável uma verdadeira fatalidade o que aconteceu, mas a natureza responde por que está viva, o certo deveria ser cada um no seu lugar, meus pêsames a família do seu Jorge pelo acontecido!!! Vale um lembrete se coservarmos o meio ambiente os animais teram o que comer e não precisarão caçar seres humanos pra se alimentar pois no seu próprio ambiente teram o que comer!!! É fato.
video3;negativo;neutro;não;não;neutra;;"Sim, na Bíblia, é relatado que Davi matou um leão e um urso para proteger o rebanho de seu pai antes de ser ungido rei. Ele utilizou suas habilidades e força para defender as ovelhas dos ataques desses animais. Essa história é parte da preparação de Davi para a batalha contra Golias e o seu futuro reinado. <br><br>Detalhes da história:<br><br>1 Samuel <a href=""https://www.youtube.com/watch?v=lV3ij_QPp78&amp;t=1054"">17:34</a>-36:<br><br>Davi explica a Saul que, enquanto apascentava as ovelhas, ele enfrentou e matou um leão e um urso que atacavam o rebanho. <br><br>Protetor do rebanho:<br><br>Davi mostra sua coragem e habilidades em defesa do rebanho de seu pai, indicando sua capacidade de proteger e liderar. <br><br>Preparação para o futuro:<br><br>Essa experiência e outras anteriores prepararam Davi para enfrentar desafios maiores, como a batalha contra Golias e o futuro reinado."
video3;negativo;positivo;não;não;neutra;;Verdade ainda mais um animal perigoso desses , a vida do ser  não tem mais valor p.muitos.
video3;neutro;positivo;não;não;neutra;;Que DEUS conforte toda a família do Senhor Jorge ! 😢🙏🏻
video3;negativo;neutro;sim;não;neutra;;No meu país a justiça prefere o assassino do que a  vítima, que triste 😢.Ana Moura
video3;neutro;negativo;não;não;neutra;;Verdade vc só disse verdades, ele teve muitos indícios dessas onças no lugar e não se preocupou 😢
video3;negativo;neutro;não;sim;boa;;parabéns simulacao comovente!Ao povo dessa regiao não deixe 1 ser humano ser dominator por1 bicho q não traz nada p nos!Somos seres humanos temos metas ajudar ao proximo!onça N enche barriga d ninguém e nem mata a fome das crianças do nosso brasil q andam please ruas nosso pais!Sem falar q elas devoram tds filhotes d outras especies
video3;neutro;neutro;não;não;neutra;;E outra coisa ,a boca serve pra abençoar ou amaldiçoar,e o amigo disse que ela ia comer ele ,acabou profetizando ! Misericórdia!!!
video3;neutro;positivo;não;não;neutra;;Coitado do Sr Jorge Deus quanta aflição não passou até morrer😮
video3;neutro;neutro;não;não;neutra;;Recodei agora , meu tio tinha fazenda qdo notava onça , comprava fogos e ficava soltando a noite e dia eu ficava olhando aquilo e nao entendia e perguntei,  ele respondeu onça ....barulho assusta e mostra que nao é quintal dela .....fiquei pasmo 11 anos ....nem saia da casa
video3;neutro;positivo;não;não;neutra;;O PATRÃO do senhor Jorge está errado,  pois ele invadiu o território das onças, o abtart delas, e construiu casa lá,  e certeza que o patrão nem ao menos o orientou, sobre o perigo que ele estava exposto, e sem nenhuma segurança....por tanto a família de Jorge procura a justiça, um advogado,  e se informe sobre indenização,  sim ja que Jorge era o provedor da família,  então eu acho que a família tem que ser indenizada 🤔
video3;neutro;neutro;não;não;neutra;;Era pra ter pelo menos 2 cachorro com ele
video3;neutro;positivo;não;não;neutra;;Humanos importam, tem alma!!!
video3;neutro;negativo;não;não;neutra;;Não tem esse de hipnotizado , falha confiança ou excesso de confiança da parte dele aconteceu , ele já estava ciente do perigo
video3;neutro;neutro;não;não;neutra;;Ela arrastou o corpo dele por aproximadamente 300 metros na mata, depois de ser localizado pelas equipes é que ela arrastou o corpo dele por mais 50 metros.
video3;negativo;positivo;não;não;neutra;;Triste somente por ele e sua família, esse animal assassino que se exploda
video3;neutro;neutro;não;não;boa;;Adorei a maneira que foi colocada a narrativa. Prendeu mr do início ao fim.
video3;positivo;positivo;não;não;neutra;;Discordo, os dois são importantes, tem muito animal que vale bem mais que muito ser humano.
video3;positivo;positivo;não;não;neutra;;Essa onça  tirou uma vida isso  cousa revolta  imagina se fosse uma pessoa  da família  da gente ,família  dele está  sofrendo, com perde dele,😢/são  animais perigosos  tristeza,qe família  está  passando com tudo isso,😢
video3;neutro;negativo;não;não;neutra;;Mas se tava um mês rondando a casa e o cara fica ali sozinho não dá pra entender isso
video3;positivo;positivo;não;não;neutra;;"​@@ctmesquitajr1quanta ignorância,  o animal é um ser irracional, estava idoso, com fome e com dificu <a href=""https://www.youtube.com/watch?v=lV3ij_QPp78&amp;t=6"">0:06</a> ldade de caçar e bem abaixo do peso, Pegou a presa que estava mais assessivel, lamento muito pelo seu Jorge, mas nesse caso os dois são vitimas, não adianta ficar com raiva do animal."
video3;neutro;neutro;não;não;neutra;;Obrigado pelo comentário achei q só eu q pensava isso 😢
video3;neutro;neutro;não;sim;neutra;;​@@imortaisfcplayer6807Não tem essa de invadir espaço, cara. Nós também somos nativos daqui, ou tu veio de outro planeta? É cada uma.
video3;positivo;positivo;não;não;neutra;;O homem sempre ta destruindo, matando os animais, desmatando as florestas, poluindo os rios... Muito triste quando tudo isso acontece, tanto um homem perder a vida quanto o  animal perder a liberdade.<br>Infelizmente tudo isso não vai acabar. <br>Oro pela família q passa pela dor do luto, que Deus conforte o coração de todos.
video3;negativo;positivo;não;não;neutra;;PESSOAS DOENTES.ONDE QUE UM ANIMAL É MAIS IMPORTANTE QUE UM SER HUMANO .NUNCA
video3;neutro;neutro;não;não;neutra;;Uma espingarda 12 tinha salvado á vida dele um lugar desse  aberto sabendo que tinha onça rodando á casa  era da quele jeito pra cima dela !!
video3;neutro;neutro;não;não;boa;;Excelente vídeo.  Deixei um like .
video3;negativo;neutro;sim;não;neutra;;O povo fica surpreso Ao saber q uma onça atacou um humano.  O animal e carnivoro  oq for feito de carne e ela consegui domina claro q vai ataca.  O povo e q tenhe q ter sempre cuidado . N se pode confiar
video3;neutro;neutro;não;não;neutra;;Com certeza graaaaande livramento, pois se Deus na intervém, nessa situação, infelizmente seria mais uma história muiiiiiito triste
video3;negativo;negativo;não;não;neutra;;Verdade, ele sabia que ela tava sempre por perto. Era pra ele ter matado ela
video3;neutro;neutro;não;não;neutra;;Também somos assassinos
video3;neutro;negativo;não;não;neutra;;Como uma pessoa mora num lugar desses não carrega uma arma um facão por exemplo 😔🌻👍
video3;neutro;neutro;sim;não;neutra;;Isso mesmo tem que entrar com processo em cima deles porque eles defende mais os animais do que os seres humanos.
video3;neutro;positivo;não;não;neutra;;Muito  delicado ❤triste  Jesus Cristo  conforte  á  família
video3;neutro;neutro;não;não;neutra;;A natureza sempre avisa, a quelas pegadas não e normal
video3;neutro;neutro;não;não;neutra;;Verdade... qnd alguém fala q algo d ruim vai me apetecer, fico eh brava pq palavra tem mt poder
video3;negativo;positivo;não;não;neutra;;Animal tava com fome serumano inocente deus abençoe ele
video3;neutro;neutro;não;não;neutra;;Porque estão destruindo os habitats naturais delas pra construir condomínios de luxo 😢
video3;positivo;neutro;não;não;neutra;;Concordo plenamente...a onça, não tem culpa
video3;neutro;neutro;não;não;neutra;;O animal é predador. O ser humano é presa ( alimento). O ataque é raro porque nem sempre há o contato direto entre eles. No Campo, o ser humano tem que entender que é apenas mais um ser vivo podendo ser caçador ou presa. Ademais,  não é diferente da vida na cidade.
video3;neutro;neutro;não;não;neutra;;@carolb7777  sim e ela pedia pra eu clarear direito. E a biclicleta era antiga daquelas q vinhas tipo o sininho, q quando apertava fazia um barulho bem pouco. Meu pai bebia e foi pra fazenda de bicicleta. Bebado nao conseguiu ir de bicicleta. No outro dia eu ela fomos atras da bicicleta. Quando chegamos na arvore q ele deixou ela, tinha um rasto de onça até onde ele deixou a bike. Foi por pouco.
video3;neutro;neutro;não;sim;neutra;;Chega a ser engraçado ver comentários que dizem que falta comida para onças no Pantanal. O que atraiu a onça foi a comida fácil. A ceva que ali estava. Inúmeros jacarés, capivaras, antas estão no Pantanal e são alimentos pra elas
video3;negativo;neutro;não;não;neutra;;O que me intrigou, foi essa segurança e falta de medo dessa onça na presença de humanos.
video3;negativo;neutro;sim;não;neutra;;Saiu um vídeo de ônibus escolar quebrado com crianças dentro.<br>Quando o guincho estava chegando. <br>Viu , uma onça espreitando o ônibus. <br>Quantos humanos precisam virar comida de onça para se tomar as providências de segurança?
video3;neutro;neutro;não;não;neutra;;Porque não tinham pelo menos 5 viralatas, ou 3 Filas Brasileiros. Quem mora nessas áreas tem que andar armado e no mínimo em dois e novamente reforçando, tem que ter uma matilha de cães. Cães são amigos e protetores.
video3;negativo;neutro;sim;não;neutra;;Vinha amigo, hoje um cachorro,um sapo vale muito mais que a nossa vida,quanto mais uma onça
video3;neutro;neutro;não;não;neutra;;Fora uma pistola carregada.
video3;negativo;neutro;não;não;neutra;;Movida pela fome, idade, falta de alimento suficiente e perda de território, motivos que levou ela a ver seu jorge como uma presa grande e que ela analisou até imobilizar😢
video3;negativo;neutro;não;não;neutra;;meu irmao ja foi atacado porem saiu vivo..tava passando numa mata fechada tava a cavalo.Deus Deu livramento
video3;negativo;neutro;sim;não;neutra;;É instintivo, nós seres humanos já fomos presa, hoje estamos no topo da cadeia alimentar... Pensar em um semelhante sendo devorado, assusta, é normal.
video3;negativo;neutro;sim;não;neutra;;@@Amarildo-s9t Cachorro no pantanal não dura 1 semana, não adianta criar...
video3;negativo;negativo;não;não;neutra;;😢achou que a onça não ia ataca-lo
video3;neutro;neutro;não;não;neutra;;Palavras têm poder !,Pare e pense em tudo que irá dizer.
video3;neutro;neutro;não;não;neutra;;Concordo claro que a vida humana e mais valiosa que a de um animal.
video3;neutro;neutro;não;sim;neutra;;Aqui tem pena d morte pra estuprador ? Não né....então N fala besteira
video3;neutro;positivo;não;não;neutra;;Descanse em paz senhor Jorge. Meus sentimentos à família. Que a sua morte não tenha sido em vão. Que medidas preventivas sejam tomadas para que ataques assim não se repitam.
video3;neutro;neutro;não;não;neutra;;Animais não tem alma, humanos sim.
video3;negativo;neutro;não;não;neutra;;Apois eu passo o chumbo  mesmo
video3;negativo;neutro;não;não;neutra;;Isso que eu não entendo se um animal desse ameaça atacar deve ser abatido .
video3;neutro;neutro;não;não;neutra;;Devia ter uma matilha de cachorros pelo menos
video3;neutro;neutro;não;não;neutra;;E só não mora no habitar das onças
video3;negativo;neutro;sim;não;neutra;;"Por q valorizar mais humanos q animais?? Por q n valorizar d modo igual, como prega a própria bíblia? O ser humano sempre se sentindo superior.<br>ECLESIASTES 3: 18-21<br>&quot;18 Disse eu no meu coração, quanto a condição dos filhos dos homens, que Deus os provaria, para que assim pudessem ver que são em si mesmos como os animais.<br>19 Porque o que sucede aos filhos dos homens, isso mesmo também sucede aos animais, e lhes sucede a mesma coisa; como morre um, assim morre o outro; e todos têm o mesmo fôlego, e a vantagem dos homens sobre os animais não é nenhuma, porque todos são vaidade.<br>20 Todos vão para um lugar; todos foram feitos do pó, e todos voltarão ao pó.<br>21 Quem sabe que o fôlego do homem vai para cima, e que o fôlego dos animais vai para baixo da terra?&quot;"
video3;neutro;neutro;não;não;neutra;;Verdade
video3;neutro;neutro;não;não;neutra;;Ela fez da quelé lugar o seu território ,e não tolerava mas o caseiro ali .por isso  ela voltou .
video3;negativo;neutro;sim;não;neutra;;não criava nem um cachorro pra dar sinal
video3;positivo;positivo;não;não;neutra;;Eu respeito aa morte do seu Jorge porém muita pena pelo o bicho qui não raciocina tadinho dele
video3;negativo;neutro;sim;não;neutra;;Muito romantismo com o que é fato. Onça ataca sim e come gente sim, mesmo que isso nao seja comum acontece. Nao foi a primeira cez nem será a ultima. Dezenas de pessoas ja sofreram ataquem e poicos sobreviveram.
video3;neutro;neutro;não;não;neutra;;Lenda até a mídia falar dele depois é esquecido agora aproveitam a morte dele porque da audiencia
video3;neutro;neutro;não;não;neutra;;Os animais faz a selvageria deles por sobrevivência. Se ela estivesse alimento suficiente não teria o matado, a menos que se sentisse ameaçada.  Já o ser humano que tem poder de escolha,  faz suas crueldades sem precisar, só por diversão mesmo.
video3;neutro;neutro;não;não;neutra;;Pq ele andava sem arma de fogo  e um bom facao
video3;neutro;neutro;não;não;neutra;;Eu continuo com a dúvida se a onça capturada foi a mesma que atacou Jorginho, já que estava magra e barriga vazia. Em dois dias não é tempo suficiente para o estômago do animal digerir e expelir o alimento. Não sou biólogo. Apenas acho.
video3;neutro;neutro;não;não;neutra;;Desequilibrio ambiental
video3;neutro;neutro;sim;não;neutra;;Ele morreu antes de ser devorado pelo que os biólogos falaram. Quando ela o arrastou, ele já estava morto devido à fratura craniana grave que sofreu
video3;negativo;neutro;não;não;neutra;;Bom pra onça é chumbo Grosso
video3;neutro;neutro;não;não;boa;;Essa simulação ficou muito bom. <br>Como faz???
video3;neutro;positivo;não;não;neutra;;Meu Deus em nome do Senhor Jesus Cristo nos proteja porque só o Senhor é o verdadeiro Amigo 🙏
video3;neutro;neutro;não;não;neutra;;Verdade
video3;neutro;positivo;não;não;neutra;;Que Deus conforte a família do Sr.Jorge e que ele descanse em paz.
video3;neutro;neutro;não;não;neutra;;Quem mora no mato sabe que o mais forte tem mais chance de  sobreviver
video3;negativo;neutro;não;sim;neutra;;O que me revolta é esses protetores de onças. As onças pode comer a gente mas a gente não pode comer a õnça!!!!  É muita ipocrisia! Vamos!!!! Acabem as gentes e vivam as onças!!!!
video3;neutro;neutro;não;não;neutra;;O ser humano cava a própria sepultura 😢
video3;neutro;neutro;não;não;neutra;;Eles atraiam as onças com ceva..crime
video3;neutro;negativo;não;não;neutra;;Não  acredito que  uma  onça  solta  nas matas  seja  amiga de SER  humano   por lá  não  tinha  vacas  outros  animais  pra  ela  atacar  não  me  conformo  com  o vacilo  de todos ali  naquele  lugar 😢😢😢
video3;neutro;neutro;não;não;neutra;;Na sua opinião
video3;neutro;neutro;não;não;neutra;;Nunca no caso desse semhor sim mais o tanto de vagabundo q tem.nas capitais grandes os animais pra mim são mais valiosos
video3;neutro;neutro;não;sim;neutra;;Eu concordo  e se acontecer com um filho desses que tanto proteje  esses animais ferozes?
video3;neutro;neutro;sim;não;neutra;;Onças saudáveis,tigres e leoes saudáveis sempre predaram o ser humano tb.
video3;neutro;positivo;sim;não;neutra;;Muito triste ver que o ser humano valoriza mais a vida de um animal que não tem alma doque um ser humano,isso porque não é da sua família. Pobre família deve tá sofrendo muito.
video3;neutro;positivo;não;não;neutra;;Cruzes!  Só  Deus na causa! Que fim triste do Senhor Jorge!
video3;neutro;neutro;não;não;neutra;;Deus falou pra ADÃO  DOMINE SOBRE TUDO MAS HOJE OS ANIMAIS DOMINA SOBRE O HOMEM
video3;neutro;negativo;não;não;neutra;;Comunidade já era pra tá ligado vendo rastro
video3;neutro;neutro;não;não;neutra;;Foi isso que comentei, e inclusive porque não havia cães nesta moradia, com certeza agora vão adquirir cães, pois além de espantar a onça, são os melhores amigos do homem.
video3;negativo;neutro;sim;não;neutra;;A inversão de valores de um tempo para cá colocou o ser humano menos que nada
video3;neutro;neutro;não;não;neutra;;Precisa saber se foi essa mesma onça ou outra que matou o seu Jorge.
video3;neutro;neutro;não;não;neutra;;😮😮😮
video3;neutro;positivo;não;não;neutra;;Meu Deus isso tudo é muito triste  meus sinceros sentimentos a todos os familiares e amigos
video3;negativo;neutro;sim;não;neutra;;Tinha q passar o cartucho tem muita onça 1 ñ vai fazer falta
video3;negativo;positivo;não;não;neutra;;eu sou ser humano que tenho afeto pela humanidade.. como essa onça matou o seu jorge.. tem que ser sacrificado.
video3;neutro;neutro;sim;não;neutra;;Não deu nem tempo dele pensar, foi um ataque muito rápido e brutal ela foi direto no cérebro dele.
video3;neutro;neutro;não;não;neutra;;Verdade
video3;neutro;neutro;não;não;neutra;;Dizem que o senhor Jorge já estava habituado a ver essas onças por ali. 😮
video3;neutro;neutro;sim;não;neutra;;Agr se fosse um humano que tivesse matado a onça estaria lá atrás das grades, sofrendo maus tratos, ninguém ligando se estava precisando de medicamentos ou algo do tipo, agr quando uma onça mata um humano receber os melhores cuidados e medicamentos quando e preciso!<br>Moral da história: nesse mundo o serviço humano não tem valor nenhum 🤷🏻‍♂️
video3;neutro;neutro;não;não;boa;;Parabéns  pela Narrativa!! Muito boa!!! Embora triste o assunto, o fato delicadamente  narrado..
video3;neutro;neutro;não;não;neutra;;@AlineSilva-kq2wi  sim as vezes, mas geralmente preferem fugir mesmo sendo mais fortes, e os cães alertam para qualquer sinal estranho !
video3;neutro;negativo;não;não;neutra;;talvez seu Jorge pensava que a onça já estava mansa, e poderia ter afinidade com ele, como ele é um felino selvagem, a fome gritou, minha mãe me falou que as onças esturravam bem próximo de casa, isso há 60 anos atrás, a casa era feita de palha,um tapiri pequeno, uma família com 5 crianças, agora vc imagina se não houvesse alimentação pra elas avontade, eu não estaria aquí pra contar essa história,a criação de Deus é perfeita.
video3;negativo;neutro;não;não;neutra;;Tbm acho .um bebê jogado não mexe pessoas tanto mais. Um bicho uma árvore tem ser cuidados. E seres humanos. ?
video3;neutro;neutro;não;não;neutra;;Vdd
video3;positivo;negativo;não;não;neutra;;Esse ataque ja estava premeditado porque ja tinham rastros do animal no quintal e varias vezes ela apareceu faltou o cuidado de sempre ficar atento e vigiar aonde ia e esta preparado ao ataque tinha que estar com uma armas pelo menos pra assustar ela pra se afastar do lugar.
video3;neutro;neutro;não;não;neutra;;Pela sua lógica você não poderia estar morando neste planeta já que tudo aqui um dia foi uma floresta.
video3;neutro;neutro;sim;não;neutra;;E ela também já estava velha, então não conseguia pegar outras presas e estava com muita fome
video3;neutro;neutro;sim;não;neutra;;Pegaram a onça errada!<br><br>Lembra que uma semana antes teve duas onças disputando território?<br><br>A onça magra e velha era a que seu Jorge alimentava com peixe. A nova onça, forte e jovem, que veio disputar o território e venceu essa onça velha, é que predou.<br><br>Por que a onça que acabou de comer 50kg de carne voltaria atrás de 5kg de peixe?<br><br>Porque não é a mesma onça!
video3;neutro;neutro;não;não;neutra;;onça  sempre vai fazer isso c humanos ou animais.somos visto como comida.
video3;positivo;neutro;não;não;neutra;;A onça tá no lugar dela o homem que não respeita  .infelizmente  deu no que deu  animal não é batizado  vamos respeitar sua privacidade.😢😢
video3;neutro;neutro;não;não;neutra;;Cachorro não se cria aonde tem onças
video3;neutro;neutro;não;não;neutra;;E se fosse alguém de sua família?
video3;neutro;neutro;não;não;boa;;o melhor vídeo que narrou a história de seu Jorge e a onça 👏👏👏👏👏👏
video3;negativo;neutro;não;não;neutra;;Por isso que uma mulher matou uma.. ela teve q pagar pro Ibama,, agora quero ver se o Ibama vai pagar a vida desse senhor
video3;neutro;neutro;sim;não;neutra;;Há um depoimento em vídeo de uma pessoa do local descrevendo o ataque. <br>Ela diz que viu tudo o que as câmeras gravaram. Só que os vídeos ainda não foram divulgados.
video3;negativo;neutro;não;não;neutra;;TANTA CAPIVARA, PEIXES, JACARÉS E ESSA ONÇA QUIS COMER JUSTAMENTE UM HUMANO... MISERICÓRDIA..
video3;neutro;neutro;não;não;neutra;;@meuDi207 assim eu que não quero ser morto comido pr ser omenagiado
video3;neutro;positivo;não;não;neutra;;Meu Deus muito triste sentimentos a família
video3;neutro;neutro;não;não;neutra;;"&quot;Fome extrema&quot;! Cadê os javalis e as capivaras que tanto prejudicam que não estão aí servindo de alimento? Esse povo que se chama polícia ambiental não estudou isso antes? Agora que eles vão estudar é? O que fazem todos os dias no seu trabalho? Isso ninguém pergunta!"
video3;negativo;positivo;não;não;neutra;;QUEM TEM CULPA É O SENHOR QUE MORREU. É CADA COMENTÁRIO. PENA QUE NÃO TINHA ARMA PARA MATAR A ONÇA. A VIDA DO SER HUMANO É MUITO MAIS IMPORTANTE DO QUE A VIDA  DE UM ANIMAL
video3;neutro;neutro;sim;não;neutra;;A BRIGA DAS ONÇAS 🐆 NÃO FOI POR CIÚMES, FOI PELA PRESA, AS 3 QUERIA ABATER, É MOMENTO DE SE PREOCUPAR
video3;neutro;neutro;não;não;neutra;;Pois é. O ser humano fica revoltado quando o universo demonstra a nossa fragilidade.
video3;positivo;neutro;não;não;neutra;;Uma fatalidade.... Mas estamos falando de um animal irracional.  Acredito que sempre em primeiro lugar a vida humana. As pessoas que vovem em lugares de riscos nao devem se acomodar e ficar sempre atentas
video3;positivo;positivo;não;não;neutra;;"Está certo  tem que pegar  viva e faze pesquisa  e tem que colocar  no rincito até sua morte  mais <a href=""http://antes.de/"">antes.de</a> morre por na tural tem que está observando  ela o instinto dela há seres humanos e descrubi   o que foi mesmo  para ela ataca senhor  Jorge  que.deus colocar  em bom lugar  que Deus da conforto  na vida deles"
video3;neutro;negativo;não;não;neutra;;Pois seu marido FOI por acaso,mas esse sr vitimas da onca ( Nao quero dizer que ele FOI culpado ,minha eterna condolences) ja Tinha percebido O perigo ao qual se encontrava E insistiu em manter Sem nenhuma seguranca .
video3;neutro;neutro;não;não;neutra;;Fez a coisa correta
video3;negativo;neutro;não;não;neutra;;Tem que tomar cuidado pq esse animal atacou ele e atacou a equipe de resgate ela ta com sede de sangue humano
video3;negativo;neutro;não;não;neutra;;Se fosse um dos meus parentes essa onça estaria  morta há muito tempo
video3;neutro;negativo;não;não;neutra;;Ele viveu la mais de 15 anos naquele lugar. Sabia sim dos perigos
video3;neutro;neutro;não;não;neutra;;Vdd
video3;neutro;neutro;não;não;boa;;Pra mim, foi o canal de melhor matéria sobre esse acontecimento.
video3;negativo;neutro;não;não;neutra;;Em meados de 2009-2010, um jovem de Cáceres deixou os estudos para ajudar o pai na coleta de iscas (tuvira). Ele ia até o mato e dormia lá, fazendo cevas e armadilhas para capturar as iscas. Armava uma barraca e pernoitava nela. Numa madrugada, uma onça pintada rasgou a barraca dele e o arrastou para fora. Quando encontraram os restos dele, estava bem mutilado. Essas feras são perigosas e traiçoeiras.
video3;neutro;neutro;não;não;boa;;Muito bom seu vídeo 🔺 ♥️ 🐆 😻🫶🩸
video3;neutro;neutro;não;não;neutra;;Mas onças tmbm atacam cachorros
video3;neutro;neutro;não;não;neutra;;Nesse feriado eu e meu marido vimos uma onça parda perto do acostamento na BR 262, a noite...no trecho entre Ribas do Rio pardo e Água clara.
video3;neutro;negativo;não;não;neutra;;Verdade olha , tenho dó da situação mais ele não se preocupou
video3;positivo;neutro;não;não;neutra;;Agora,  a culpa é da onça?<br>O homem provoca a natureza sem dó e quer sair impune?  O Jorge pode até não ter culpa, não sei da história, a culpa continua sendo do homem e não do animal.  Vai matar quantos animais pra se de defender? O correto não é punir  quem está causando o desmatamento? Começa pelo inútil do pres1dente!
video3;neutro;neutro;não;não;neutra;;Claro temos cuidar árvores, animais.  Seres humanos morando mal ruas sem comida sem cama dormir. Dormindo em cima papelão . p se pensar
video3;positivo;neutro;não;sim;neutra;;Esse Brasil é uma vergonha e nunca vai para frente. <br>Tem vários predadores sexuais matando e abusando de mulheres e crianças não vê um abençoado pedindo justiça ou morte.<br>Agora a onça um animal irracional com instinto de caçar para sobreviver, ataca raramente e vem milhares querendo tirar a vida dela ou cobrar justiça. <br>Esse é o Brasil 😂🤦🏽
video3;neutro;neutro;sim;sim;neutra;;Hoje um animal vale mais que um ser humano que pais das leis tortas
video3;neutro;neutro;não;não;neutra;;Muitos são pessoas simples..ninguém sente falta..ou a câmeras pra registrar
video3;positivo;neutro;não;não;neutra;;C o ser humano e assim TMB. Um homen mata a mulher e condenado e responde em liberdade. Isso qnd  sai pela porta da delegacia. Porq não foi preso em flagrante. E nós sustentamos. A onça pelo menos e irracional
video3;positivo;neutro;não;não;neutra;;Egoista.<br>Animais tambem gosta de viver
video3;neutro;neutro;não;não;neutra;;Exceto na parte q diz no dia seguinte sentiram a falta dele,sendo q na mesma manhã eles já tinham notado q a onça tinha pegado ele pois viram sangue e o crânio dele esmagado na passarela
video3;neutro;neutro;não;não;neutra;;As queimadas fez um desequilíbrio n mata n bioma isso alterou a rotina dos animais
video3;neutro;neutro;não;não;neutra;;Concordo   se  numa  região  q  não  tem  outros  animais grandes  pra  onça  se  alimentar  tipo  vacas ovelhas  poucos .a  onça  não  pode  se  amiga de  seres umanos tem  q  ex-sister  um  cuidado  amais  da  parte  do  seres humanos
video3;neutro;neutro;não;não;neutra;;A onça não será solta..
video3;negativo;neutro;não;não;neutra;;Como ele tem família aí se souta ela cera abatida pelo menos se fosse um parente meu provavelmente ela teria sido abatida antes de ser capturada.
video3;neutro;neutro;não;sim;neutra;;Um facão bem afiado um  38 até as guelas uma 12 com baletao tudo em resolvido
video3;neutro;neutro;não;sim;neutra;;Aproveitavam e passavam o cartucho em ti também,     mais 💩 menos 💩 <br>😂😂
video3;neutro;neutro;não;não;neutra;;Coitado dos cachorros.<br>Teria sim que ter uma espingarda mto potente.
video3;positivo;positivo;não;não;neutra;;As pessoas tem que entender  que eles envadem o território  dos animais, tem q respeitar ...pohha isso  é  uma agressão  contra a natureza ... eu lamento  muito  pela  seu Jorge  tadinho ele só  foi uma vítima desses fazendeiros  que desmatam a florestas  para  fazer fazenda. E ainda querem ter ração,  mesmo agredindo a  a natureza.
video3;neutro;positivo;não;não;neutra;;Meu Deus,seu jorge era muito corajoso,se eu sei que tem uma onça em algum lugar eu não fico la.<br>Tenho medo até de sapo,não consigo passar perto quando vejo um.<br>Que ele descansa em paz,morreu trabalhando 😢
video3;neutro;positivo;não;não;neutra;;PARABÉNS pelo comentário.<br>Meus SENTIMENTOS a família.
video3;negativo;neutro;não;sim;neutra;;"&quot;Essa história de que onça não é predador de humanos, é conversa de biólogo de Zoo, quero vê na floresta aberta do jeito que vivemos.&quot; Disse o indígena, e eu concordo plenamente."
video3;neutro;neutro;não;sim;neutra;;Quando a gente falava MEU DEUS NUNCA VI ISSO ANTES...meu finado pai falava MEU FILHO NUNCA SE COMEÇA PELA SEGUNDA VEZ (SEMPRE TEM A PRIMEIRA)
video3;neutro;neutro;não;não;neutra;;Ao meu ver esse animal foi sevado pela frequência que ele estava ai, nas proximidades da casa, acabou despraticando a caça e acabou comendo o sevador em um ato de desespero causado pela fome, tão lógico que um animal desse em pleno Pantanal não era para estar desnutrido dessa forma que esse estava, tem alguma coisa que não bate!!!
video3;neutro;neutro;sim;não;neutra;;é impressionante as leis do Brasil proger essas feras que tira a vida de ser humano será que uma onça vale que uma vida humana
