onca;caseiro;fake news;comment_text;;;;;
neutro;neutro;não;Se ele tivesse armado e atirasse c certeza não seria morto de, fora se tivesse cachorro z;;;;;
neutro;neutro;não;Simulação mal feita;;;;;
neutro;neutro;não;simulação fake, só depois de perícia e investigação da para dizer alguma coisa, infelizmente as pessoas fazem de tudo por likes!;;;;;
neutro;neutro;não;Que merda de vídeo kkkkkkk;;;;;
neutro;neutro;não;Mas que animação ridícula, os felinos atacam direto no pescoço....;;;;;
neutro;neutro;não;Segundo o que o sobrinho dele falou que viu nas gravações não foi assim não.;;;;;
neutro;neutro;não;Nada aver, o ataque não foi assim;;;;;
neutro;negativo;não;Eu acho q ele deu mole,se sabe q tem inimigo na qbrada fka preparando.e ele sabia❤;;;;;
neutro;neutro;não;bando de vagabundo tá querendo ganhar com a morte de trabalhador;;;;;
neutro;neutro;não;Nada haver, obviamente não foi assim.;;;;;
neutro;neutro;não;Com certeza n foi assim;;;;;
neutro;neutro;sim;Onça pega na cabeça e depois de matar carrega a presa. Nunca vi uma onça carregar com as patas ainda mais com a presa viva 😂😂😂 vídeo horrível;;;;;
neutro;neutro;não;Só trouxa para acreditar nisso;;;;;
negativo;neutro;não;Essa onça deve ser sacrificada e da carne dela fazer um belo churrasco.<br>Nenhum animal da natureza deve se meter com o bicho homem.;;;;;
negativo;neutro;não;Era pra ser morta tambem a onça;;;;;
negativo;neutro;não;O animal precisa ser sacrificado. Depois que ele prova carne humana, sempre vai atacar humanos.;;;;;
neutro;neutro;não;E não pode dar as costas para onça;;;;;
neutro;negativo;não;O Jorge não deveria ter dado as costas para onça ele deveria ter ficado mais alerta olhando e ele deveria estar armado;;;;;
neutro;neutro;não;Não foi assim;;;;;
neutro;neutro;não;montagem;;;;;
positivo;neutro;não;Depois disso a onça vai comprar carne no açougue porque caçar no seu habitat não pode mais;;;;;
neutro;neutro;não;Ala matou ele na hora  já arrastou ele morto;;;;;
negativo;neutro;sim;Na verdade a onça já vinha amanssando ele a dias;;;;;
neutro;neutro;não;Kkkk;;;;;
neutro;neutro;não;Nada vê essa simulação q fez nem sabe o q é uma onça orivel;;;;;
neutro;neutro;não;Mentira. É uma encenação barata;;;;;
neutro;neutro;não;Isso é inteligência artificial. Povo acha que todo mundo é troxa   e idiota;;;;;
neutro;neutro;não;Nada haver;;;;;
neutro;neutro;não;Até minha imaginação consegui ser melhor do que essa simulação;;;;;
neutro;neutro;não;Você está corretamente certo......não foi assim mesmo não <br>Só quem vive na natureza tem o conhecimento evidente;;;;;
neutro;negativo;não;Bom, falo por mim, se eu morasse ou passasse um tempo nesses locais de mato, só sairia com minha espingarda ou arma de porte capaz de abater um animal desses. Acho que houve imprudência!;;;;;
neutro;neutro;não;😮 Que absurdo, falta de respeito, denunciar!;;;;;
neutro;neutro;não;Não foi assim porque até porque quando ele foi atacado ele tava em cima de uma ponte;;;;;
neutro;neutro;não;Onça com rabo de leopardo. Quem  fez a animação entende de computação,  mas nada de animais.;;;;;
neutro;neutro;não;Vai achar o que faz...;;;;;
neutro;neutro;não;Ficam com essas teorias tiradas do olho d......aí um animal que sofre com  colecionadores, caça, queimadas, doenças, etc....fica demonizada igual ao tubarão que tem menos incidente que abelhas.;;;;;
negativo;neutro;não;A onça quando ta choca é um perigo mortal;;;;;
neutro;neutro;não;Se ele tivesse com uma peixeira, o desfecho dessa história seria outro...;;;;;
neutro;neutro;não;De mais falso  nao tem lugar 🖕👎;;;;;
neutro;neutro;sim;Nada a haver ela o encurralou na grade pulou por cima da mesma prensou sua cabeça e esmagou seu crânio e saiu com ele na boca já morto;;;;;
negativo;neutro;não;eu fosse filho ou sobrinho do seu Jorge essa onça ñ tava viva mas n eu podia ir no inferno atrás dela mas eu ia bem armado fazia um estrago feio com ela n tinha negócio de ibamar no meio n .. eu acabava com essa onça.. até hoje eu vivo de roça de lavoura se eu der de cara com um bicha dessa nos sea acaba na msma hora..;;;;;
neutro;neutro;não;É um tanto desrespeitoso analisar dessa forma o ataque com o homem olhando para cima como se tivesse contando as estrelas e por hora parado, com certeza o ataque foi de surpresa sim, talvez ele estaria destraido com algum a fazer ou mesmo caminhando e foi pego Provavelmente  pelas costas, mas a analise foi muito debochada. Logo aparece um idiota ai pra falar que eu tava la e porque nao ajudei o jorge.;;;;;
neutro;neutro;não;Pelo que o parente falou, ela atacou a cabeça dele e esmagou ela, provável que ele morreu nesse momento, depois foi arrastado já morto.;;;;;
neutro;neutro;não;Nada a ver;;;;;
neutro;positivo;não;Nem chapéu caiu sendo que cabeça foi esmagado,essa IA deve ser do Paraguai...;;;;;
neutro;neutro;não;Isso que aconteceu com o sr: não é caso de ficarem fazendo piada não , deveriam respeitar o momento triste , agora  toda hora tem uns comédia inventado vídeo , fazendo simulações do ocorrido , para ganhar seguidores, tirar proveito da situação que ocorreu como caseiro ! Vamos respeitar!;;;;;
neutro;neutro;não;Meu Deus parem com isso, tenham empatia pela família e amigos;;;;;
neutro;neutro;não;Rídiculo.;;;;;
neutro;neutro;não;Não entendo por que um lugar cheio de câmeras e nenhuma gravou nada .eu digo a hora exata do ataque;;;;;
neutro;neutro;não;Tem gente q faz de tudo para ganhar views😂;;;;;
neutro;neutro;sim;Totalmente por fora, ele pegou em cima da ponte;;;;;
neutro;neutro;não;Jura que a onça levou ele com a pata? Kkkk;;;;;
neutro;neutro;não;😂😂Tudo por like inventa uma história pelo amor de Deus , suposições bestas  vc não estava lá vc não viu,, não existe essa de meio termo ou vc v;;;;;
neutro;neutro;não;Rapaz isso aí não tem nada haver você já viu como que a onça pega  seus alimentos por exemplo o jacaré.;;;;;
neutro;neutro;não;Nada a ver;;;;;
neutro;neutro;não;"ESTÃO ACABANDO  COM SEU HÁBITAT ,PIOR SE GOSTAR DE CARNE HUMANA PROGRESSO&quot;   ESTA SE APROXIMANDO O SER HUMANO PERTO DOS ANIMAIS NÃO TEM CAÇA VÃO CAÇAR PRESSA FACIL HUMMMM😢";;;;;
neutro;neutro;não;Quar tem cortes aí foi assim não;;;;;
neutro;neutro;não;Muito mal feito não foi assim nada a ver;;;;;
neutro;neutro;não;A pessoa que faz esse tipo de simulação deveria ter vergonha na cara pois não foi dessa forma que aconteceu 😢;;;;;
neutro;positivo;não;Foi muito mal feita da pra ver que a  onça pegou no crânio pelos miolos espalhados ,a onça não ataca como leões ou tigres ela é única já pega no crânio estourando com a pressão meus sentimentos ao Jorge que infelizmente estava desprotegido;;;;;
negativo;neutro;não;possso ate morrer por um ataque de onça ,pois vivo no mato caçando jaavlis, pois sao traiçoeiras ,mas que so ando preparado isso e fato! uso calbre 12 mais becape 357 e uma faca javalizeiro de 50 polegadas de disco de arrado, mas infelismente ja dei bobobeira , hoje nao dou mais, principalmente na hora de ir ao banheiro de madrugada e a hora mais arriscada!;;;;;
neutro;negativo;não;num lugar ermo e cheio de onças e o sr jorge sem um bom 38 ou ate mesmo um 357? pois facilitou!;;;;;
neutro;neutro;sim;negativo a onça quando o carregou ja estava sem vida! ela o atacou na cabeça e quebrou seu cranio e depois o puxou pelas grades bruscamente !;;;;;
neutro;neutro;sim;Isso é uma simulação mais tem o vídeo da onça atacando o caseiro mais não mostra;;;;;
neutro;neutro;sim;Ela esmagou o crânio 💀 dele não foi assim;;;;;
neutro;positivo;não;Vc que fez essa simulação bem diferente do real deveria tomar vergonha na cara e ter pelo menos um pouco de compaixão da família;;;;;
neutro;neutro;não;Aí é desinteligencia artificial,montagem ruim e nada a ver c o ataque,nota zero;;;;;
neutro;neutro;não;Acho que não foi bem assim. Primeiro ela vai direto no crânio é só os vídeo de onça predadora jacarés;;;;;
neutro;neutro;não;Não foi assim boi;;;;;
neutro;neutro;não;Nada ver;;;;;
neutro;neutro;não;Esse mundo tá perdido mesmo pra que isso;;;;;
neutro;neutro;não;TÃO VERDADEIRO IGUAL O LULA LADRÃO;;;;;
neutro;neutro;sim;Não concordo com essa simulação. Quando ele viu a onça, ela ainda esta no chão, quando ele pensou em corre em sentido contrário, ela o cercou e o atacou já em cima da ponte, quebrou o seu crânio, provocando o óbito e o arrastou para a mata seguindo o curso do rio.;;;;;
neutro;neutro;não;Nada aver;;;;;
neutro;neutro;não;Vcs que fizeram o vídeo, não teriam algo melhor para fazerem?Muita maldade com os familiares.;;;;;
neutro;neutro;não;Nada a vê mano 😂😂😂😂;;;;;
neutro;negativo;não;Subestimou o perigo e não fez caso da possível consequência.;;;;;
neutro;negativo;não;Não brinca com coisa séria seu pé de rato;;;;;
neutro;neutro;não;Nada ave;;;;;
neutro;neutro;não;Esse final foi uma bosta!  dá vontade de rir pqp;;;;;
neutro;neutro;sim;Bah para que serve isso<br>Não foi,assim ele correu a onça atacou a cabeça dele e o arrastou<br>Chega de fantasia de onça<br>Ela virou alvo no pantanal;;;;;
neutro;neutro;não;Se tem alguns cachorros no sítio isso poderia ser evitado os animais avisaria;;;;;
neutro;neutro;não;<b>Foi exatamente assim, só que diferente...</b> 🤷🏻‍♂️;;;;;
neutro;neutro;sim;Primeiro ela derrubou ele e estourou o crânio p depois levado para um lugar reservado...;;;;;
neutro;neutro;não;Minha nossa senhora nada a ver;;;;;
neutro;negativo;não;Deus o tenha, mas ele negligenciou de mais.<br>Já tinha conhecimento das visitas do animal em loco .Não utilizava nenhum instrumento para auxiliar na sua defesa pessoal: Facão, arma de fogo... Contou apenas com a sorte .Enfim!<br>Complicado! <br>Deus conforte a família e sua alma...;;;;;
neutro;neutro;não;Cadê a família de seu Jorge...filhos esposa..;;;;;
neutro;negativo;não;Ese cidadam morreu porque quis.  Eu sou dai mt mais pesco mais tem cuidado;;;;;
neutro;neutro;não;Nada haver com o acontecido.;;;;;
neutro;neutro;não;Garanto du pulo quebrou pescoço;;;;;
neutro;neutro;não;Povo imbecil querem adivinhar até a hora da morte dos outros só sabem fazer montagem;;;;;
neutro;neutro;não;Meu Deus <br>Era necessário fazer isso?<br>O que será que a família pensa assistindo?;;;;;
neutro;neutro;não;Simulação ficou bom. Como faz?;;;;;
neutro;neutro;não;Poxa pra quê fazer isso 😢;;;;;
neutro;neutro;não;Nossa vc tava lá filmou e não avisou a família;;;;;
neutro;neutro;não;Vcs não tem oq fazer;;;;;
neutro;neutro;não;Que simulacao mano;;;;;
neutro;neutro;não;Kkkkkkkk kkkkkk kkkkkkkkkk simulação bizarra kkkkkkk;;;;;
neutro;neutro;não;Ta parecendo zoeira ... nada haver 😂;;;;;
neutro;neutro;sim;Ué,mas falaram que ele estava dentro de casa, preparando o café,e se assustou e tentou correr para o rio,ela pegou a meio caminho,acho que vs se equivocaram aí!De todo modo,ficou muito bom!😊;;;;;
neutro;neutro;não;Nada a ver;;;;;
neutro;neutro;não;😂😂😂 cagona;;;;;
neutro;neutro;não;Eu Também Mano oh Eu só Entro em Armado Com uma Espingarda ou Rifle;;;;;
neutro;neutro;não;Não mesmo;;;;;
neutro;neutro;não;Nada a ver coisa sem noção.;;;;;
neutro;neutro;não;Mal feito;;;;;
neutro;neutro;não;Tem nada a ver kkk;;;;;
neutro;neutro;não;ai sabe tudo coitado;;;;;
neutro;neutro;não;Nada v;;;;;
neutro;neutro;não;Não foi mesmo;;;;;
negativo;neutro;não;E seguinte o animal tá rondando sua casa tem que matar porque esperar que ela te mate;;;;;
neutro;neutro;não;O montagenzinha barata, palhaçada;;;;;
neutro;neutro;não;Simulação paia essa;;;;;
neutro;neutro;não;Tudo montagem. Mentira pura.;;;;;
neutro;neutro;não;Tudo isso aí é mentira . Vídeo montagem.;;;;;
neutro;neutro;não;Ela nunca ficaria viva morria mesmo;;;;;
neutro;neutro;sim;NÃO FOI ASSIM..SEGUNDO ESPECIALISTAS O SANGUE É DO CRÂNIO ESMAGADO!..QUANDO FOI ARRASTADO JÁ ESTAVA MORTO!..PRATICAMENTE MORTE ESTANTANEA;;;;;
neutro;neutro;não;"ESSA INTELIGÊNCIA ARTIFICIAL É MUITO BURRA; É UMA BURRICE ARTIFICIAL! ESTÁ COMPLETAMENTE DIFERENTE DO QUE FOI APURADO.";;;;;
neutro;neutro;não;Não foi assim.<br>Com certeza não foi.<br>Tá mais mentiroso que as novelas da globo.;;;;;
neutro;neutro;não;Essa I.A cheirou muito pó.💀;;;;;
neutro;neutro;não;Mal feito,que fazer nada contra mas fasa direito;;;;;
negativo;neutro;não;Onça Boa i bonita  é  onça  morta .;;;;;
neutro;neutro;não;🤦🏻‍♂️🤦🏻‍♂️🤣🤣🤣🤣🤣🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡;;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=cr1kfUNo7Uc"">https://youtu.be/cr1kfUNo7Uc?si=MIV02FWMHZtbs8o7</a>";;;;;
neutro;neutro;não;Kkkkkk nada a ver cara😂😂;;;;;
neutro;neutro;não;Não ficou ótimo não,isso não condiz com a realidade dos fatos,uma ficção muito mal elaborada sem os dados do que de fato ocorreu foi de muito mal gosto passar uma informação artificial que não é verídica.;;;;;
neutro;neutro;não;Só pra começar a onça já levou o caseiro morto muito mal feito;;;;;
neutro;neutro;não;Kkkkk É PIADA NÉ KKKKK;;;;;
neutro;neutro;sim;Qm criou essa simulação não deve ter visto o relato das pessoas. Pra fazer uma simulação bosta e errada como essa. O ataque foi de manhã e não a noite. Já começou errando seu burro! Ela está escondida atrás só coqueiro perto dos barcos. Qdo o idoso a vistou e na mente dele, achou q ela não fosse atacar por conta dos relatos q onça não ataca  humanos. Só q nesse caso ela estava famita e deu no q deu, infelizmente!;;;;;
neutro;positivo;não;Se tivesse cachorros no sítio com certeza não teria acontecido isso os cães teriam espantado a onça mas teria que ter uns 5 pelo menos sinto muito essa tragédia;;;;;
neutro;neutro;não;Pior que já vih;;;;;
neutro;neutro;não;Vídeo mentiroso;;;;;
neutro;neutro;não;Só se fosse uma iena, pra atacar assim, onça ataca mata mordendo no crânio;;;;;
neutro;neutro;não;Estão distorcendo a maneira com que o ataque realmente aconteceu<br>Ninguém viu as imagens do ataque e já estão criando teorias através de inteligência artificial .;;;;;
neutro;neutro;não;Nada haver  oh videozinho mentiroso viu;;;;;
neutro;neutro;não;Não foi assim não;;;;;
neutro;neutro;não;Totalmente equivocado esse IA 😂😂😂;;;;;
neutro;neutro;não;Ele estava colhendo mel distraido;;;;;
neutro;neutro;não;Mentira. Foi de outra maneira.;;;;;
positivo;neutro;não;As matas são das onças, o homem tá desmaiando e matando tudo por dinheiro...;;;;;
neutro;negativo;não;Tu e perita né, mulher procura a polícia pra resolução do caso ,já que você sabe de todos os detalhes que aconteceu,e o culpado de tudo e o seu Jorge que provocou a onda pra comer ele;;;;;
neutro;neutro;não;kkkkkk;;;;;
neutro;neutro;não;Nada a ver com o ataque;;;;;
neutro;neutro;não;Pois a culpa da morte dele é do dono da fazenda, se tivesse cachorro ele avisava ou a onça pegaria o cachorro ao invés de pegar o ser humano , por mim esse fazendeiro deve ser preso​@@carcarasilvestre8526;;;;;
negativo;neutro;não;Pelo que sabemos três onças rondavam a casa de seu Jorge e uma delas o matou, mas não dá para descartar que as duas outras onças não tenham se alimentado dele também,  por isso devem ser todas capturadas, pois se provaram carne humana se tornam um risco para as pessoas da região.;;;;;
positivo;positivo;não;Não é necessário abater a onça, infelizmente ambos os lados perderam,um senhor morreu ,por outro lado  a onça perdeu sua liberdade ,é  complicado mas a natureza está sendo agredida pelo homem,porque se não houvesse desmatamento e queimadas causadas pela raça que se diz humana não avaria falta de alimento para eles os animais silvestres quem ultrapassou a linha  que divide o habitat foi o homem . Que isso sirva de exemplo para todos nós que até os animais merecem ter  seu habitat preservado sem a presença do humano desmatando,  queimando e deixando eles os animais silvestres sem recurso.;;;;;
neutro;neutro;não;Muito triste 😢. Meu esposo se perdeu no Pantanal. Creio que foi livramento de Deus de não ter acontecido nada...distante de casa e sem comida conseguiu ajuda para retornar para casa.;;;;;
neutro;negativo;não;O seu Jorge foi avisado e até ao acontecido teve sinais.  Um deles foi a presença do animal rondando os lugares onde seu Jorge mais ia. O último sinal antes do acontecimento foi a brincadeira quê seu amigo fez dizendo que a onça ia comer ele,  e infelizmente o excesso de confiança por nunca ter acontecido  esse tipo de coisa. Reflexões para nossas vidas.  Antes de acontecer vem os sinais primeiros, para nos alertar que algo ruim vai acontecer.  Meus sentimentos aos familiares do seu Jorge.;;;;;
neutro;neutro;não;"Se o cara que falou:<br>&#39;A onca vai comer  JORGE&quot;,soubesse o tamanho do poder que  as palavras,que falamos ao abençoar ou amaldiçoar alguém tem.<br>Jamais ele teria pronunciado essas palavras.<br>A morte e a vida estão no poder da lingua.<br>As nossas palavras tem o poder de abrir e fechas portas no mundo espiritual.<br>Um caso muito  triste,não tem como imaginar o medo,a dor,a angústia desse senhor sozinho,vendo a morte nos olhos.<br>Realmente é algo que só ele soube o que enfrentou.<br>Muito triste!";;;;;
positivo;neutro;não;Pelo menos o animal não sabe se quem está atacando é humano ou animal. As pessoas não ficam tão revoltadas assim quando vê um humano tirando a vida de outro humano com golpes a sangue frio.;;;;;
negativo;neutro;sim;Agora a pouco tempo aqui no Piauí uma senhora q mora no RJ estava por aqui a passeio e matou   uma onça en legítima defesa, diz a Internet, porém o imbama aplicou uma multa tenebrosa na senhora, agora é hora da família do Jorge entrar com o processo e pedir uma indenização das leis ambientais, eles não são donos das onça então tem q ser responsáveis pelos danos causados;;;;;
neutro;positivo;não;Ela hipnotiza até a gente que vive no urbano. Sr jorge virou lenda merece ser homenageado!;;;;;
neutro;neutro;não;. Onças são caçadoras, animais noturnos  silenciosos, selvagens e astutos. Sobem em árvores, mergulham e nadam muito bem. Sua força, seu peso , rápidez  e seus instintos em caçar estão sempre as espreitar. Temos que ter muito cuidado!;;;;;
neutro;neutro;não;Sai pra pescar com um colega e vi um rasto de onça com filhote. Voltei na hora para o alojamento. Traumatizado desde criança quando vi duas tarde da noite. Era mata de um lado e outro da estrada e minha mae de bicicleta me levando na garupa, vi duas bem a frente juntas com o claro fraco da lanterna. minha mae gritou e saíram uma para cada lado da mata e passamos no meio.;;;;;
neutro;positivo;não;"&quot; O que me deixa inconformado é que muitas pessoas valorizam mais a vida de um animal do que a de um ser humano, nesse caso um Sr humilde trabalhador &quot;.";;;;;
neutro;neutro;não;Apareceu uma onça em um condomínio fe luxo em São José do Rio Preto SP.<br>Um dos moradores acordou , olhou pela janela e lá estava ela, uma fêmea, deitada num galho de um árvore frondosa,  olhando pra ele...<br>Ainda bem que foi amanhecendo, onde a maioria dos moradores estavam ainda dormindo.<br>Ninguém consegue entender como ela adentrou o condomínio com muros tão altos e portaria 24 horas.<br>Muito cuidado, elas estão passeando pelas cidades também.;;;;;
neutro;neutro;não;Isso é mito!! Estude e leia antes de defecar pela boca. Ela agiu por instinto, estava com fome ou provavelmente com problemas de saúde. Ataques a humanos são extremamente raros e infelizmente foi uma fatalidade com esse senhor que se encontrava no habitat dela.<br>É muita ignorância do ser humano invadir o espaço do animal e ainda achar que está certo!;;;;;
positivo;neutro;não;na minha cabeça é que a onça já está acostumada com a presença do ser humano que nem sente mais medo e muito menos se intimida. E o fato de ficarem alimentando ela para turismo, deixa o animal acomodado, esperando a comida no local de sempre e quando para, ela não sabe nem mais caçar. Que com o costume de sempre está comendo que quando ver algo comivel sem saber o que é, vai comer. <br>O problema não tá no animal, está em nós seres humanos achando que podemos dominar e controlar tudo,;;;;;
neutro;neutro;não;​@EduEd-m8jOnde você Mora Hoje em dia, antigamente era uma floresta também, ou seja, você também está em um espaço que pertencia aos animais, o mais correto seria você mudar de planeta.;;;;;
neutro;neutro;não;Todos precisam ter objetos para se defender nessas horas,a vida humana vem em primeiro .;;;;;
neutro;neutro;não;Queria que fosse seu pai pra você mudar de discurso.;;;;;
neutro;positivo;não;Apesar da matéria ser triste,  mas foi muito bem elaborada. Parabéns! Que Deus conforte os familiares e amigos.;;;;;
neutro;positivo;não;O mais triste e que ele o Seu Jorge não tinha maldade nenhuma com os bichos principalmente com a onça , e acabar em um fim triste desse , ele poderia ter matado ela bem antes para ser proteger , mais acredito q ele tinha um bom coração , que Deus de a ele um bom lugar , e conforta toda a família 😢;;;;;
neutro;neutro;não;Parabéns , trocando uma vida humana pelo um assassino implacável que quando escolhe sua vítima não para até finalizar sua caçar, por que nessa história a vitima é Jorge e não a onça, pois humanos nao são presas de animais e vão esperar a poeira baixar e soltar o assassino para comer mais gente, queria ver se fosse um famíliar de vcs.;;;;;
negativo;neutro;não;A vida humana sempre sera mais importante do que a de um animal.;;;;;
neutro;negativo;não;O QUE ME DÁ RAIVA É QUE SABIAM QUE ALI RONDAVA UMA FERA E NÃO SAÍAM ARMADOS NEM COMO GOTA. TAVA PEDINDO PRA MORRER.;;;;;
neutro;neutro;não;Trabalho esplêndido. IA, narração e matéria muito bem apresentada;;;;;
positivo;positivo;não;O destino deles se encontraram. 😭 Triste pelo seu jorge e pela a onça, um porque perdeu a vida, a outra porque perdeu sua liberdade. Moramos no mesmo planeta e dividimos o mesmo espaço.;;;;;
neutro;negativo;não;Jorginho teve autoconfiança  menosprezou a força e coragem de uma onça faminta. Foi total descuido dele e dos proprietários da fazenda que já havia visto a onça por perto. Se ele fosse observando primeiro aos arredores da casa, do quintal, na câmeras para depois sair para fora da casa, e com um revólver na mão, ou, pelo menos uma faca grande e bem afiada, ele poderia ser se salvado. Mas descuidado, auto confiante, ele perdeu a vida no pior sofrimento, ser comido vivo.;;;;;
neutro;negativo;não;Os moradores tem que ficar atentos e ligeiro.;;;;;
neutro;negativo;não;Fico imaginando o desespero desse homem ao ser atacado por um animal desse porte e por sentir q não tinha a mínima chance de escapar. Que Deus o tenha descansando em paz e conforte o coração de seus familiares.;;;;;
neutro;neutro;não;Simulaçao top, parabens.;;;;;
negativo;neutro;não;Jamais se pode dar mais valor um animal do que um ser humano e vejo que muitos tão usando essa prática só pelo fato de não ser parente, porque essa distorção é falta de amor ao próximo? Em alguns casos de cães ferozes que fizeram vítimas já houve por bem a execução das feras e pq nesse caso tem que ser diferente?;;;;;
neutro;neutro;não;A onça voltou porque a onça já tinha como instinto que aquele lugar já era um território que ela dominou.;;;;;
neutro;neutro;não;Minha opinião é que se quem reside na zona rural e tiver uma carabina de calibre grande e forte , ao se deparar com um animal desses não tenha perdão e nem misericórdia pois se for ela não terá essa mesma reação com vcs ...;;;;;
negativo;neutro;não;"A melhor frase é essa &quot;ela amansou ele&quot;,esperou com paciencia para o momento certo.";;;;;
neutro;negativo;não;O caseiro também tem culpa, pois sabendo que havia rastros de onça na área, sequer pegou uma espingarda ou outra arma como prevenção, caso se deparasse com a onça. Eita pessoal que subestima  as onças, em?;;;;;
negativo;neutro;sim;A onça voltou pro pesqueiro,pq ela queria achar outra presa fácil,ela queria outro humano!!!!;;;;;
neutro;neutro;não;Entao a onca matou seu Jorge ,pq O outro falou ISSO ?! Fala serio 😂😂😂😂 kkkkkkkkkkkkkkkkkk pq Coisas boas Nao acontecem quando falamos 😅😅😅 so as ruins?!;;;;;
negativo;neutro;não;SE FOSSE NO PIAUÍ, A ONÇA TINHA LEVADO ERA CHUMBO;;;;;
neutro;positivo;não;Se fosse seu pai,;;;;;
neutro;neutro;não;​@EduEd-m8jonde seria o habitarte do ser humano?;;;;;
negativo;neutro;não;Essa onça  merece ė  chumbo;;;;;
neutro;neutro;não;Acredito em sinais, eles são mensagens de Deus que algo real pode acontecer.;;;;;
neutro;neutro;sim;Os animais têm mais valor do que um ser humano hj em dia.;;;;;
negativo;negativo;não;Ele deveria ter carregado algo para  se defender, não dá para confiar nesses animais não, são predadores selvagens,🤨;;;;;
neutro;neutro;não;um amigo do meu pai  se perdeu  na mata do pantanal  na estância  caiman  na época  éra  a antiga  mirandis tácia  ele  ficou  2 dias  na mata  perdido  aquilo foi um livramento  foi Deus que  livrou  ele   eu convivi  muito  tempo no  pantanal sul  mato grossense  e conheço todas  essas  regiões  e conhecia, ele    eu já vi muitas onça  na estância caiman  e no morro do azeite  e no paço do lontra;;;;;
neutro;positivo;não;Que Deus fortaleça  a família..triste  tragédia;;;;;
neutro;neutro;não;Aqui onde moro tem.muitas espécies de animais e inclusive onça parda, tenho duas pastoras no quintal, já pegaram tudo quanto é bicho lagarto, gambá etc.<br>Quem mora em chácara ou sítio cães são fundamentais;;;;;
neutro;negativo;não;Muita coragem dele ,sabe que uma onça andava ali ,e nao se preocupou que loucura,;;;;;
positivo;neutro;não;Que triste, o lugar em que chegamos, quando vemos como “corriqueiro” um homem, matar outro homem, por prazer, e nos escandalizamos quando um animal irracional faz o mesmo, mas por fome, e por defender o seu habitat😔.  Que an alma do Sr. Jorginho esteja na santa presença de Deus, e que sua partida não tenha sido em vão. Meus sentimentos aos familiares e amigos🙏😔;;;;;
positivo;neutro;não;Não tô vendo o animal ser colocada como prioridade, infelizmente aconteceu o ataque a culpa não, é do animal culpado são os seres humanos, mesmo que tem raciocínio, mais não dar importância paras os avisos  natureza, os bicho ele não tem raciocínio, como nós , quem tem menos culpa ai é o animal, ela tá fazendo o papel dela de caçadora;;;;;
neutro;neutro;sim;Uma vez um amigo pescador me contou que no Pantanal somem pessoas ... mas como é pescador a gente nunca acredita.;;;;;
neutro;neutro;não;O desmatamento é  uma das causas mais cabíveis do desiquilíbrio da vida animal.;;;;;
negativo;neutro;não;Ela vai caçar só humanos;;;;;
neutro;neutro;não;Desmatamento... Queimadas!;;;;;
neutro;neutro;não;Se palavras tivessem poder eu estaria rica, porque falo todo dia que quero ficar rica😅;;;;;
neutro;neutro;não;quando a pessoa perde o medo ela fica vulnerável a gualque situação na vida o medo de proteja de várias situações na vida;;;;;
neutro;neutro;não;... uma mulher espantando onça no grito, só pode ser mãe. Uma mãe com seu filhote, seja qual for a espécie, é braba mesmo!;;;;;
negativo;neutro;não;Concordo plenamente com vc,...não pode matar em legítima defesa, mas o bicho pode matar o ser humano a traiçoeira...... é demais pra mim isso.;;;;;
neutro;negativo;não;Meu Deus. Esse senhor morava no habitat das feras todos esses anos. Ele ja tinha visto as marcas das patas. Eu sumia dai para sempre!;;;;;
positivo;negativo;não;A onça não tem culpa é irracional 😢infelizmente o seu Jorge foi inocente em pensar que não seria atacado;;;;;
negativo;neutro;sim;"E se fosse filho de algum comandante das autoridades ambiaentais? Nota-se que na busca pela onça, os policiais ambientais estavam armados até os dentes p se defenderem, porém, a população nao pode andar sequer com um calibre 22 senao e pega cadeia por falta d porte de arma... infelizmente a vida humana perdeu o valor...novas mortes acontecerão, e explicacoesa  pelo acontecido surgirão; a vida continua!!!";;;;;
neutro;neutro;não;O Patrão dele poderia ter acompanhado as Câmeras de segurança, pra ver se estava acontecendo alguma coisa com ele.😢😢;;;;;
negativo;positivo;não;A onça esta sendo bem cuidado e seu Jorge enterrado só os pedaços 😮😮😮muito triste;;;;;
neutro;neutro;não;As palavras tem poder sim mas, não nesses sentidos. As palavras tem poder quando as pessoas usam a língua para falar mal do seu semelhante por inveja, maldade, mentiras e outras coisas ruins desse gênero.;;;;;
positivo;positivo;não;Nunca vi onça morando na cidade nem tubarão branco em aquário na sala de estar!!! Lamentável uma verdadeira fatalidade o que aconteceu, mas a natureza responde por que está viva, o certo deveria ser cada um no seu lugar, meus pêsames a família do seu Jorge pelo acontecido!!! Vale um lembrete se coservarmos o meio ambiente os animais teram o que comer e não precisarão caçar seres humanos pra se alimentar pois no seu próprio ambiente teram o que comer!!! É fato.;;;;;
